feature_id,text,normalized_text
feature_59eaed05545d775c,PROFESSIONAL DESIGN - Built-in stainless steel mesh net for moxa and will not dropping on the floor.,professional design - built-in stainless steel mesh net for moxa and will not dropping on the floor
feature_2f638e6fb683be29,SAFETY - Heat diffusion arrangement holes will control the heat even diffusion and keeping the contant mild temperature so will not overheat from burning.,safety - heat diffusion arrangement holes will control the heat even diffusion and keeping the contant mild temperature so will not overheat from burning
feature_a1d152f200cff279,"This set is composed by two parts: moxa roll burner stick and moxibustion stick which is used for moxa. By cooperating with the moxa roll to permit transmission of heat to points or certain locations of human body and this will stimulate the meridians and collaterals, activate the nerve system, as a result to strengthen the body resistance. When doing the moxa , please do not worry about burning, because the heat diffusion arrangement holes will control the heat even diffusion and keeping the constant mild temperature so will not overheat.","this set is composed by two parts: moxa roll burner stick and moxibustion stick which is used for moxa. by cooperating with the moxa roll to permit transmission of heat to points or certain locations of human body and this will stimulate the meridians and collaterals, activate the nerve system, as a result to strengthen the body resistance. when doing the moxa , please do not worry about burning, because the heat diffusion arrangement holes will control the heat even diffusion and keeping the constant mild temperature so will not overheat"
feature_e6e5bc29e7869477,"Facial: Speed up blood circulation, strengthen regeneration of new cells, pigmentation, reduce wrinkles, ruddy complexion, anti-aging. Moxa: Circular motion from the bottom up ( face: 10 minutes, eye: 3 minutes). Body: Clear the meridians, balance of yin and yang, adjustment of physiological functions, enhance the body's immune system and physical health. Abdomen: Oil massage and then moxa 15 minutes.","facial: speed up blood circulation, strengthen regeneration of new cells, pigmentation, reduce wrinkles, ruddy complexion, anti-aging. moxa: circular motion from the bottom up ( face: 10 minutes, eye: 3 minutes). body: clear the meridians, balance of yin and yang, adjustment of physiological functions, enhance the body's immune system and physical health. abdomen: oil massage and then moxa 15 minutes"
feature_a39f7dd43f795c9d,GREAT GIFT IDEA - This set of 6 unique scents is the perfect gift for any man looking to smell and look great!,great gift idea - this set of 6 unique scents is the perfect gift for any man looking to smell and look great
feature_7851e50227011c02,"CONDITIONER AND SOFTENER: Stops the itch, all while make your beard smell undeniably irresistable!","conditioner and softener: stops the itch, all while make your beard smell undeniably irresistable"
feature_cfda98cabe2f5a62,"PREMIUM NATURAL INGREDIENTS: Moisture-rich ingredients treat skin and hair follicles, helping to prevent dandruff and split ends associated with beard growth.","premium natural ingredients: moisture-rich ingredients treat skin and hair follicles, helping to prevent dandruff and split ends associated with beard growth"
feature_a2907b4382a293d6,"EASY TO USE: Put a couple of drops of Beard Oil into your palm. Then rub hands together. Massage upward into the beard and skin under your chin and cheeks. To finish, groom beard down and style as usual.","easy to use: put a couple of drops of beard oil into your palm. then rub hands together. massage upward into the beard and skin under your chin and cheeks. to finish, groom beard down and style as usual"
feature_cd55eaa2ebceea30,"MADE IN THE USA: Each bottle is handmade with proven recipes, loved by all beardsmen!","made in the usa: each bottle is handmade with proven recipes, loved by all beardsmen"
feature_ff8c4b35f955f672,"All products made by The Tamed Beard are designed by experts, bringing you HIGH quality products and recipes. A perfect balance of finely crafted carrier oils and all natural ingredients gives your beard the kind of quality treatment that you demand in other grooming products. Carrier oils are rich in both hydration and antioxidants, helping to aid in the relief of acne and other skin conditions caused by blocked or clogged pores. All Natural ingredients combine to give your beard a moisturizing, Vitamin E rich treatment which has been shown to aid in the stimulation of growth in thinning and brittle hair. Easy application, leave in conditioner, a must for your daily grooming regimen. Helps to Eliminate dry skin and dandruff associated with facial hair. Packaged in finely tinted amber glass bottle to protect vital ingredients from UV damage and instability. Safe and gentle for all hair and skin types.","all products made by the tamed beard are designed by experts, bringing you high quality products and recipes. a perfect balance of finely crafted carrier oils and all natural ingredients gives your beard the kind of quality treatment that you demand in other grooming products. carrier oils are rich in both hydration and antioxidants, helping to aid in the relief of acne and other skin conditions caused by blocked or clogged pores. all natural ingredients combine to give your beard a moisturizing, vitamin e rich treatment which has been shown to aid in the stimulation of growth in thinning and brittle hair. easy application, leave in conditioner, a must for your daily grooming regimen. helps to eliminate dry skin and dandruff associated with facial hair. packaged in finely tinted amber glass bottle to protect vital ingredients from uv damage and instability. safe and gentle for all hair and skin types"
feature_c512d468f1d238c0,"3/4 Sleeve, Slim Fitted, Taylor w/ 2 Patch Pockets","3/4 sleeve, slim fitted, taylor w/ 2 patch pockets"
feature_44d48f31fb1d42a0,"Soft, Comfortable and Light Weight with Snap Buttons","soft, comfortable and light weight with snap buttons"
feature_e4e040cd6b3effb0,"Water Repellent, Color and Bleach Rersistance","water repellent, color and bleach rersistance"
feature_ca8560eb98372835,"Machine Wash, Tumble Dry Low","machine wash, tumble dry low"
feature_51c09310fb88126f,"While our form-fitted sizing is based on industry standards derived from large surveys, we highly encourage customers to contact us via email or phone for specific sizing and measurement information before placing an order. Our contact info can be found on the ""jmtbeauty"" link, near the upper right of the listing page.","while our form-fitted sizing is based on industry standards derived from large surveys, we highly encourage customers to contact us via email or phone for specific sizing and measurement information before placing an order. our contact info can be found on the ""jmtbeauty"" link, near the upper right of the listing page"
feature_f5216ddb45bddd5e,Botanical Ingredients,botanical ingredients
feature_8f46d2203cc263fe,Deep Cleanse Formula,deep cleanse formula
feature_8d2885b0037017db,Astrigent Properties,astrigent properties
feature_53362dd88b5bce08,100% Vegetable Based,100% vegetable based
feature_a747ec0f162786ca,2 - Pack,2 - pack
feature_97e2775fe8af1394,Bath and Body Works Magic in the Air Body Fine Fragrance Gift Set Mist 8 Fl Oz and Body Cream 8 Fl Oz (Magic in the Air),bath and body works magic in the air body fine fragrance gift set mist 8 fl oz and body cream 8 fl oz (magic in the air
feature_78bf375e1096a70a,"Soft, gentle wipes for cleaning hands and faces on the go.","soft, gentle wipes for cleaning hands and faces on the go"
feature_1f8281e83a948bd6,Wipes contain no alcohol and are fragrance-free.,wipes contain no alcohol and are fragrance-free
feature_9a1708f31d3c52fa,Unscented wipes are perfect for all your clean-up needs.,unscented wipes are perfect for all your clean-up needs
feature_73b7810a167a637a,24 count,24 count
feature_33985e1f74e27ee7,"Wet-Nap Citrus Scent Antibacterial Hand Wipes are the total solution for daily on-the-go hand cleaning. From killing germs to just cleaning up messes, use anytime when soap and water are not available. Go ahead and enjoy your sticky, cheesy, saucy favorite foods; Wet-Nap's has got you covered with the original family hand wipe","wet-nap citrus scent antibacterial hand wipes are the total solution for daily on-the-go hand cleaning. from killing germs to just cleaning up messes, use anytime when soap and water are not available. go ahead and enjoy your sticky, cheesy, saucy favorite foods; wet-nap's has got you covered with the original family hand wipe"
feature_1509887fc3282a39,sunset orange,sunset orange
feature_ca1def3f1cbbaa57,Specially Formulated For Men.,specially formulated for men
feature_3d1d98fcaa868351,Conditions As It Grooms.,conditions as it grooms
feature_01daad5f9274c67e,Classic Gel Used By Barbers Throughout The World!,classic gel used by barbers throughout the world
feature_625fe14853f096fb,Regular Hold Formula Keeps Hair Neat & Well-Groomed.,regular hold formula keeps hair neat & well-groomed
feature_64e02985df037480,"ENVIROMENTALLY FRIENDLY: We've designed this silicone body brush using 100% High-Grade silicone material that is not harmful to the environment. With this brush, you will keep your body clean while helping to protect the environment.","enviromentally friendly: we've designed this silicone body brush using 100% high-grade silicone material that is not harmful to the environment. with this brush, you will keep your body clean while helping to protect the environment"
feature_5c04036f7584ce05,"Prell Shampoo, Classic Clean 13.50 oz (Pack of 12) - Rediscover A Classic - Prell: Prell Classic Clean Shampoo is perfect for all hair types and styles - straight hair, wavy hair, curly hair, dry hair, oily hair, greasy hair, thick hair, thin hair! Classic Clean Prell Shampoo is an exclusive water-based, alcohol-free formula designed specifically to leave your hair ultra clean. This mild shampoo for hair leaves your hair looking healthy and shiny. Its rich, thick lather gently lifts away dirt, grease, oil, and daily build-up from styling sprays, gels, and mousse, giving you clean, healthy hair. Additionally, because this simple shampoo is alcohol-free, it cleans your hair without causing dryness or leaving behind residue. Plus, Prell rinses away easily, leaving you with healthy hair that is clean and full of body and shine. Your hair will look and feel clean. Rediscover the fresh scent, rich lather, and ultra-clean rinse that leaves your hair looking healthy and full of body. Rediscover a classic that has been loved for generations. About Prell: For more than 70 years, Prell Shampoo has been a trusted name in hair care. Known for its clean fresh scent, crystal-jade color, and thick rich lather, it leaves hair ultra-clean and full of body. In 2019, Prell reintroduced the Prell Conditioner. A perfect complement to the shampoo, the classic conditioner has the same great scent and rinses clean leaving hair healthy and shiny. For best results, use Prell Conditioner with Prell shampoo. They are formulated to work together, share the same fresh scent, and leave hair in beautiful condition. Directions: Apply to wet hair, gently massage the lather through the hair, and rinse thoroughly. Repeat if desired.","prell shampoo, classic clean 13.50 oz (pack of 12) - rediscover a classic - prell: prell classic clean shampoo is perfect for all hair types and styles - straight hair, wavy hair, curly hair, dry hair, oily hair, greasy hair, thick hair, thin hair! classic clean prell shampoo is an exclusive water-based, alcohol-free formula designed specifically to leave your hair ultra clean. this mild shampoo for hair leaves your hair looking healthy and shiny. its rich, thick lather gently lifts away dirt, grease, oil, and daily build-up from styling sprays, gels, and mousse, giving you clean, healthy hair. additionally, because this simple shampoo is alcohol-free, it cleans your hair without causing dryness or leaving behind residue. plus, prell rinses away easily, leaving you with healthy hair that is clean and full of body and shine. your hair will look and feel clean. rediscover the fresh scent, rich lather, and ultra-clean rinse that leaves your hair looking healthy and full of body. rediscover a classic that has been loved for generations. about prell: for more than 70 years, prell shampoo has been a trusted name in hair care. known for its clean fresh scent, crystal-jade color, and thick rich lather, it leaves hair ultra-clean and full of body. in 2019, prell reintroduced the prell conditioner. a perfect complement to the shampoo, the classic conditioner has the same great scent and rinses clean leaving hair healthy and shiny. for best results, use prell conditioner with prell shampoo. they are formulated to work together, share the same fresh scent, and leave hair in beautiful condition. directions: apply to wet hair, gently massage the lather through the hair, and rinse thoroughly. repeat if desired"
feature_a040ef8ca4e3ef14,"REVOLUTIONARY: liquid foundation that goes on white and instantly self-adjusts to match your skin tone with Color Reveal technology, get the perfect match Every Time - no guesswork or colors to sort through","revolutionary: liquid foundation that goes on white and instantly self-adjusts to match your skin tone with color reveal technology, get the perfect match every time - no guesswork or colors to sort through"
feature_387f1534cb8ba83a,"ANTI-AGING: Our primer contains powerful skincare ingredients that help to reduce the appearance of fine lines and wrinkles for a soft, smooth-looking complexion with Hyaluronic Acid.","anti-aging: our primer contains powerful skincare ingredients that help to reduce the appearance of fine lines and wrinkles for a soft, smooth-looking complexion with hyaluronic acid"
feature_6b96bf93f5394c47,"COLOR REVEAL TECHNOLOGY: instantly self-adjusts to your exact skin tone. Not only will you always have a shade that fits you perfectly, but will also provide you with flawless, natural-looking skin.","color reveal technology: instantly self-adjusts to your exact skin tone. not only will you always have a shade that fits you perfectly, but will also provide you with flawless, natural-looking skin"
feature_496bad2c3f2f0137,"DISCOVER CULLER BEAUTY MAKEUP: for truly flawless looking skin, use our Transformation Primer before Culler Beauty Self-Adjusting Foundation to Minimize the appearance of pores and even out skin tone.","discover culler beauty makeup: for truly flawless looking skin, use our transformation primer before culler beauty self-adjusting foundation to minimize the appearance of pores and even out skin tone"
feature_070e2026552eeed5,"WE CARE ABOUT YOU: we infused our primer with vitamin C and Lavender extract to help sooth, strengthen and support healthy skin. It also contains powerful anti-aging peptides and ceramides to help reduce the appearance of fine lines and wrinkles.","we care about you: we infused our primer with vitamin c and lavender extract to help sooth, strengthen and support healthy skin. it also contains powerful anti-aging peptides and ceramides to help reduce the appearance of fine lines and wrinkles"
feature_e4732b7b0c5c325a,"Finding a cosmetic line that compliments your unique skin tone and needs, all while using thoughtful ingredients can be challenging. Culler Beauty has arrived incorporating powerful anti-aging ingredients like Hyaluronic Acid, glycoproteins, peptides, and ceramides to work with your personal skin chemistry, protecting, moisturizing, and enhancing your natural beauty. Finding a foundation to match or come close to your unique skin tone can be challenging. Culler Beauty offers a revolutionary foundation that works with your personal skin chemistry to create a perfect match with every application. It starts off white and instantly self-adjusts to match your exact skin tone. Culler Beauty Foundation is lightweight and moisturizes your skin while evening out your complexion. It also contains SPF 50 to protect you from the sun all while maintaining a flawless look. Culler Beauty Transformation Primer is packed with powerful anti-aging ingredients. Lavender Extracted from Spanish lavender flowers, this herbal extract offers calming and soothing properties for distressed skin and can reduce the look of fine lines and wrinkles. Peptide & Ceramide Complex helps to restore moisture, smooth & soften the skin, and aid in the repair of dry damaged skin cells. Anti-aging peptides help to strengthen skin and minimize the appearance of fine lines and wrinkles, creating a more youthful appearance. Vitamin C a powerful antioxidant that can help to strengthen and support healthy skin.","finding a cosmetic line that compliments your unique skin tone and needs, all while using thoughtful ingredients can be challenging. culler beauty has arrived incorporating powerful anti-aging ingredients like hyaluronic acid, glycoproteins, peptides, and ceramides to work with your personal skin chemistry, protecting, moisturizing, and enhancing your natural beauty. finding a foundation to match or come close to your unique skin tone can be challenging. culler beauty offers a revolutionary foundation that works with your personal skin chemistry to create a perfect match with every application. it starts off white and instantly self-adjusts to match your exact skin tone. culler beauty foundation is lightweight and moisturizes your skin while evening out your complexion. it also contains spf 50 to protect you from the sun all while maintaining a flawless look. culler beauty transformation primer is packed with powerful anti-aging ingredients. lavender extracted from spanish lavender flowers, this herbal extract offers calming and soothing properties for distressed skin and can reduce the look of fine lines and wrinkles. peptide & ceramide complex helps to restore moisture, smooth & soften the skin, and aid in the repair of dry damaged skin cells. anti-aging peptides help to strengthen skin and minimize the appearance of fine lines and wrinkles, creating a more youthful appearance. vitamin c a powerful antioxidant that can help to strengthen and support healthy skin"
feature_178d8024bf2706fd,"Yeah! Now you don't have to rub an uncomfortable crystal under your arm to get protection from odors. Formulated with Angstrom Zinc and Silver which kill odor-causing bacteria to make a pleasant body and foot deodorant. Effective and easy to use. It is used to clog your underarm pores, so you don't sweat... not a good thing to do! A concentration of toxins in any area of the body can lead to cell mutations Yes, ANTIPERSPIRANT. Most of the products out there are an antiperspirant/deodorant combination, so check your labels. Deodorant is fine, antiperspirant is not. HEALTH BENEFITS: Certain Essential Oils are specific to the lymphatic system. The lymphatic system flows throughout the body groups: under the arms, breast, groin area and neck. Methylparabens and other harmful chemicals used in most commercial deodorants are being found in tumors in their ester form, which indicates the chemical is entering the body through the skin and not by oral ingestion. Our deodorant actually stimulates lymphatic flow to help rid your body of toxins.","yeah! now you don't have to rub an uncomfortable crystal under your arm to get protection from odors. formulated with angstrom zinc and silver which kill odor-causing bacteria to make a pleasant body and foot deodorant. effective and easy to use. it is used to clog your underarm pores, so you don't sweat... not a good thing to do! a concentration of toxins in any area of the body can lead to cell mutations yes, antiperspirant. most of the products out there are an antiperspirant/deodorant combination, so check your labels. deodorant is fine, antiperspirant is not. health benefits: certain essential oils are specific to the lymphatic system. the lymphatic system flows throughout the body groups: under the arms, breast, groin area and neck. methylparabens and other harmful chemicals used in most commercial deodorants are being found in tumors in their ester form, which indicates the chemical is entering the body through the skin and not by oral ingestion. our deodorant actually stimulates lymphatic flow to help rid your body of toxins"
feature_0a4001cb8cda0d8c,"👍 HIGH QUALITY MATERIALS: This premium silky heat-friendly synthetic hair can be styled up to 350 F. The high quality is comparable to hairdo and style is permatease free. It features a natural volume which most women love. Our dedication is to provide excellent quality, heat-friendly synthetic fibers","high quality materials: this premium silky heat-friendly synthetic hair can be styled up to 350 f. the high quality is comparable to hairdo and style is permatease free. it features a natural volume which most women love. our dedication is to provide excellent quality, heat-friendly synthetic fibers"
feature_0652f4fb4bec46a2,"📏 IDEAL LENGTH: The Felix wig is nice and short, which plays to the strengths of the heat-friendly fiber. Weight: 3.17 Oz, fringe: 2.5"", crown: 10"", Nape: 4.5"". Overall: 13"", this curled women's wig is heavily layered on the back and sides. The average size cap will also accommodate average-petite women when adjusted.","ideal length: the felix wig is nice and short, which plays to the strengths of the heat-friendly fiber. weight: 3.17 oz, fringe: 2.5"", crown: 10"", nape: 4.5"". overall: 13"", this curled women's wig is heavily layered on the back and sides. the average size cap will also accommodate average-petite women when adjusted"
feature_c2b27137ae270ee7,"👱 GREAT STYLE & VARIOUS COLORS: With blonde, brown, blue, silver, white, pink, dark, pastel, and jewel-tone color combinations, we've got you covered. Our wigs have bangs that are designed specifically for wig fans. Most women love our classic curly wigs in demure colors that will never go out of style. If you need a little more color and pizazz in your wiggy world, we're here to help!","great style & various colors: with blonde, brown, blue, silver, white, pink, dark, pastel, and jewel-tone color combinations, we've got you covered. our wigs have bangs that are designed specifically for wig fans. most women love our classic curly wigs in demure colors that will never go out of style. if you need a little more color and pizazz in your wiggy world, we're here to help"
feature_5c22da4b2db8c4ad,"💸 BUDGET-FRIENDLY: Highly collectible and budget-friendly, CysterWigs limited collection fashion female wigs allow you to take a walk on the wild side while saving some money in the process. This bargain fashion wig is designed with basic cap construction to keep prices to a minimum. It even ships in soft packaging to help keep costs down!","budget-friendly: highly collectible and budget-friendly, cysterwigs limited collection fashion female wigs allow you to take a walk on the wild side while saving some money in the process. this bargain fashion wig is designed with basic cap construction to keep prices to a minimum. it even ships in soft packaging to help keep costs down"
feature_75de822f3193bb0d,"🇺🇸 USA DESIGNED BY HEATHER: We want to make sure everyone can wear our wigs! We created our ambrose wig to be cute, comfortable, wallet-friendly, and fashionable. Ambrose is the first offering from our limited edition collection. It comes in 4 original fun colors as well as 5 new custom colors. Party on, wig lovers!","usa designed by heather: we want to make sure everyone can wear our wigs! we created our ambrose wig to be cute, comfortable, wallet-friendly, and fashionable. ambrose is the first offering from our limited edition collection. it comes in 4 original fun colors as well as 5 new custom colors. party on, wig lovers"
feature_7963404a665eca5e,"Rechargeable batteries ensure you always use the device at optimal power. The buffing roller treats your feet to a massage, leaving them looking and feeling smooth and perfectly polished.","rechargeable batteries ensure you always use the device at optimal power. the buffing roller treats your feet to a massage, leaving them looking and feeling smooth and perfectly polished"
feature_e72c89771f8c80a9,"360 degree rotating roller gently and effectively buffs away toughened areas, dry and callus skin in seconds.","360 degree rotating roller gently and effectively buffs away toughened areas, dry and callus skin in seconds"
feature_07b4b03accce68be,"High speed, powerful motor with multifunctional grinding head that turns 40 times a second.","high speed, powerful motor with multifunctional grinding head that turns 40 times a second"
feature_bfe5c2cc6e9e6c91,"Safer and more effective than scrapers, which use blades to cut the skin.","safer and more effective than scrapers, which use blades to cut the skin"
feature_f00bb343ce76a0d1,"This German designed kit is one of the highest rated electronic callus removers in the market, offering professional salon level results.","this german designed kit is one of the highest rated electronic callus removers in the market, offering professional salon level results"
feature_78e25acac13a2210,Do you embarrass going bare feet? Do you want to have smooth and beautiful feet? Come here!!,do you embarrass going bare feet? do you want to have smooth and beautiful feet? come here
feature_24907754e053093b,Our rechargeable Electric Callus Remover promises to get you far away from dry foot at anywhere!!,our rechargeable electric callus remover promises to get you far away from dry foot at anywhere
feature_9d4cc063f9f67b08,"- Rechargeable, ensure you always use the device at optimal power. Save resource, save money of buying lithium battery. - Detachable grinding head, easy to clean by rinsing in water and easy to renew. - Easy to carry, painless way to enjoy smooth, soft feet. - The mineral roller head turns a full 360 degrees at high speed, so it¡¯s effective than other ordinary foot files. Save your time. - FREE extra replacement mineral roller head!","rechargeable, ensure you always use the device at optimal power. save resource, save money of buying lithium battery. - detachable grinding head, easy to clean by rinsing in water and easy to renew. - easy to carry, painless way to enjoy smooth, soft feet. - the mineral roller head turns a full 360 degrees at high speed, so it¡¯s effective than other ordinary foot files. save your time. - free extra replacement mineral roller head"
feature_e8b1c88847c6c731,Don¡¯t hesitate! Buy it now!,don¡¯t hesitate! buy it now
feature_db50c528f7d6cd1e,"GENTLE CHEMICAL PEEL Overnight Exfoliation to repair & rejuvenate, reduces the appearance fine lines","gentle chemical peel overnight exfoliation to repair & rejuvenate, reduces the appearance fine lines"
feature_072219c4e7a6d252,"RADIANCE TREATMENT to retexturize, revitalizes and rejuvenate to reveal softer, younger-looking skin","radiance treatment to retexturize, revitalizes and rejuvenate to reveal softer, younger-looking skin"
feature_a7d1ca73b8c6fc8e,"REGAIN YOUR GLOW our serum resurfaces dull skin and gently lifts dead skin cells, for a clear, smooth complexion","regain your glow our serum resurfaces dull skin and gently lifts dead skin cells, for a clear, smooth complexion"
feature_d0e24b0a67d7bfe6,"INCREASED COLLAGEN AND ELASTIN Production, Anti-aging serum for brighter glowing skin with fewer lines","increased collagen and elastin production, anti-aging serum for brighter glowing skin with fewer lines"
feature_6d3bb6a03a81b951,"NON-ABRASIVE GEL to leave dull skin behind; improves uneven skin tone, sun damage, psoriasis, age & dark spots","non-abrasive gel to leave dull skin behind; improves uneven skin tone, sun damage, psoriasis, age & dark spots"
feature_cdad30048c5acfd7,"WEIGHTLESS Oil-free and silicone-free formula gives you flawless full coverage with a lightweight, serum-like feel. PORE BLURRING Blurs pores and fine lines instantly with blurring microspheres, powder-filled spheres that diffuse the light and leave a smooooth, matte finish. MESS-FREE Innovative airless tip keeps foundation fresh and the color true — not to mention, it won’t leak all over your makeup bag. DIRECTIONS Shake the tube, then dispense 1-2 drops onto fingers or the Dab + Blend Applicator and blend onto face. For normal to oily skin, prime with Blur Stick prior to application. For dry skin, prime with your favorite moisturizer, then apply Blur Liquid directly on top. For all skin types, finish and set with our 3-in-1 Blur Spray and you're good to g","weightless oil-free and silicone-free formula gives you flawless full coverage with a lightweight, serum-like feel. pore blurring blurs pores and fine lines instantly with blurring microspheres, powder-filled spheres that diffuse the light and leave a smooooth, matte finish. mess-free innovative airless tip keeps foundation fresh and the color true — not to mention, it won’t leak all over your makeup bag. directions shake the tube, then dispense 1-2 drops onto fingers or the dab + blend applicator and blend onto face. for normal to oily skin, prime with blur stick prior to application. for dry skin, prime with your favorite moisturizer, then apply blur liquid directly on top. for all skin types, finish and set with our 3-in-1 blur spray and you're good to g"
feature_1361f5372a6d0603,"Our Promise - Shipped at the fastest speed!!! If for any reason you are still not satisfied with our products, please let us know immediately, we will do our best to resolve your problem after contacting you.","our promise - shipped at the fastest speed!!! if for any reason you are still not satisfied with our products, please let us know immediately, we will do our best to resolve your problem after contacting you"
feature_fc3becf238f1a983,"Premium Material - It adopts high quality Polyester, making it soft and comfortable for your skin,breathable very easy to wear, and will not induce discomfort.","premium material - it adopts high quality polyester, making it soft and comfortable for your skin,breathable very easy to wear, and will not induce discomfort"
feature_bcab9aef4ad20ea8,"Anti-dust - By wearing it, you can be protected from dust, small particles on the air, pollen and much more. Anti-dust, anti-odor; washable and reusable.","anti-dust - by wearing it, you can be protected from dust, small particles on the air, pollen and much more. anti-dust, anti-odor; washable and reusable"
feature_b9371ce7476832e9,"Washable and Reusable - Less air resistance without affecting the filtering effect, reducing moisture condensation and improving comfort. ergonomic and comfortable, allowing you to breathe smoothly.","washable and reusable - less air resistance without affecting the filtering effect, reducing moisture condensation and improving comfort. ergonomic and comfortable, allowing you to breathe smoothly"
feature_5965b0e8c51cc7a0,"Wide Application - Layered anti-static filter structure, which filters dust, pollen, smoke and other air particles. It is ideal for people with allergies to pollen, painting, mowing, carpentry, running, biking, hiking, skiing and other outdoor activities.","wide application - layered anti-static filter structure, which filters dust, pollen, smoke and other air particles. it is ideal for people with allergies to pollen, painting, mowing, carpentry, running, biking, hiking, skiing and other outdoor activities"
feature_dfdc8a863d5561c1,Specification: Occasion: any occasion Season: Four Seasons Applicable: women of any ageApplicable: women of any age Package Content: 3pcs,specification: occasion: any occasion season: four seasons applicable: women of any ageapplicable: women of any age package content: 3pcs
feature_1813fa6867f2efbd,"Your favorite fall fragrance is back in season! Infused with luxuriously rich shea butter, our Ultra Shea Body Cream is clinically tested to provide 24 hours of nourishing moisture. With soothing aloe, pampering cocoa butter, nourishing coconut oil and more shea than ever before, our non-greasy formula melts into skin to provide all day, all night hydration.","your favorite fall fragrance is back in season! infused with luxuriously rich shea butter, our ultra shea body cream is clinically tested to provide 24 hours of nourishing moisture. with soothing aloe, pampering cocoa butter, nourishing coconut oil and more shea than ever before, our non-greasy formula melts into skin to provide all day, all night hydration"
feature_9867a792de2ed9ff,"Used For: Moisturizing, Anti-aging, fine line reduction","used for: moisturizing, anti-aging, fine line reduction"
feature_4800a6b4fa55fa98,"Skin Concern: Anti-aging, wrinkles and fine lines, basic care","skin concern: anti-aging, wrinkles and fine lines, basic care"
feature_13d3641a3b47c6fd,Scent: Unscented,scent: unscented
feature_12d7125c1d7738ef,For Use On: Face,for use on: face
feature_859504fc5815f4ee,"Creamy, Argan-Infused Highlighting Stick","creamy, argan-infused highlighting stick"
feature_f2371db23f129571,Champagne Hue Mimics the Natural Radiance of Healthy Skin,champagne hue mimics the natural radiance of healthy skin
feature_8df6d1418691a87a,High-Performance Crystals Infused With Multi-Colored Luster Pigments Capture & Reflect Light,high-performance crystals infused with multi-colored luster pigments capture & reflect light
feature_ad6c331b5ee31af1,Poet's Narcissus & Madonna Lily Brighten,poet's narcissus & madonna lily brighten
feature_9d4c88b4153fd219,.17 oz. No Box,17 oz. no box
feature_3608440e8903b686,The traditional Spanish brand combining the magic and soul of Spanish passion and Spanish temperaments in the scent of its products,the traditional spanish brand combining the magic and soul of spanish passion and spanish temperaments in the scent of its products
feature_1cbf449140eae227,"The Maja luxury soap in the direction of plum blossom smells feminine, sweet, after Spanish plum blossom","the maja luxury soap in the direction of plum blossom smells feminine, sweet, after spanish plum blossom"
feature_b2eab837de484cfb,"Thanks to valuable ingredients, the skin is gently cleansed and the hands do not dry out. Also suitable for very dry skin","thanks to valuable ingredients, the skin is gently cleansed and the hands do not dry out. also suitable for very dry skin"
feature_f0c450b869c248af,"The soap leaves a floral, sweet scent that lasts for a long time. Maja Classic is also popular as a room and wardrobe fragrance","the soap leaves a floral, sweet scent that lasts for a long time. maja classic is also popular as a room and wardrobe fragrance"
feature_5de35b6ab451650a,Ideal as a gift or for yourself - the perfect gift idea at any time of year,ideal as a gift or for yourself - the perfect gift idea at any time of year
feature_7a034fad3f88ece3,"Maja Plum Blossom Soap Set - Three Luxury Perfume Soaps in Elegant Packaging The Maja perfume soap in the scent of plum blossom smells wonderfully refreshing at any time of the year after a combination of flowers and fruits with the delicate scent of plum blossom. The feminine sweet fragrance combines the magic and soul of Spanish passion and Spanish temperaments, and enchants the senses. The Maja plum blossom soap set contains three 100 g scented soaps, which are packaged in Maja paper. Thanks to the seasonal independent design, the luxurious box is also ideal as a gift at any time of year and for any occasion. Whether for Mother's Day, Easter, Christmas, as a gift for your girlfriend or as a gift for in between. The Maja soap set plum blossom is the perfect gift idea.","maja plum blossom soap set - three luxury perfume soaps in elegant packaging the maja perfume soap in the scent of plum blossom smells wonderfully refreshing at any time of the year after a combination of flowers and fruits with the delicate scent of plum blossom. the feminine sweet fragrance combines the magic and soul of spanish passion and spanish temperaments, and enchants the senses. the maja plum blossom soap set contains three 100 g scented soaps, which are packaged in maja paper. thanks to the seasonal independent design, the luxurious box is also ideal as a gift at any time of year and for any occasion. whether for mother's day, easter, christmas, as a gift for your girlfriend or as a gift for in between. the maja soap set plum blossom is the perfect gift idea"
feature_575fac588bc0bdc5,"REJUVENATING AND ANTI-AGING MOISTURIZING NIGHT CREAM clinically proven to naturally aid in the reduction of fine lines and wrinkles while deeply moisturizing the facial, eye, neck and décolleté areas of your skin. Time Rewind Night Cream provides Multi-Peptide Deep Wrinkle Repair for Skin Smoothing While You Sleep.","rejuvenating and anti-aging moisturizing night cream clinically proven to naturally aid in the reduction of fine lines and wrinkles while deeply moisturizing the facial, eye, neck and décolleté areas of your skin. time rewind night cream provides multi-peptide deep wrinkle repair for skin smoothing while you sleep"
feature_ddd3cbaa6577145b,"Specially Priced 2oz Bottle LASTS A LONG TIME! Our deeply penetrating cream locks in the moisture and leaves your skin feeling and looking YOUTHFUL and RADIANT. Our ALL NATURAL ingredients gently exfoliate dead skin cells to reveal fresh, new skin. Time Rewind contains NO parabens, fillers, or alcohol.","specially priced 2oz bottle lasts a long time! our deeply penetrating cream locks in the moisture and leaves your skin feeling and looking youthful and radiant. our all natural ingredients gently exfoliate dead skin cells to reveal fresh, new skin. time rewind contains no parabens, fillers, or alcohol"
